Year,Geography,Tenure,Age_Group,Household_Count,Avg_Household_Size,Median_Household_Size
1981,Kitchener,Renter,25 to 34 years,12645.0,2.41,2.02
1981,Kitchener,Renter,35 to 44 years,5150.0,3.02,3.0
1981,Kitchener,Renter,45 to 54 years,3395.0,2.55,2.02
1981,Kitchener,Renter,55 to 64 years,3395.0,1.89,2.0
1981,Kitchener,Renter,65 to 74 years,3530.0,1.5,1.01
1981,Kitchener,Renter,75 years and over,2615.0,1.3,1.01
1981,London,Total - Tenure,Total - Age group of primary household maintainer,105595.0,2.62,2.02
1981,London,Total - Tenure,15 to 24 years,11150.0,1.87,2.0
1981,London,Total - Tenure,25 to 34 years,26540.0,2.69,2.02
1981,London,Total - Tenure,35 to 44 years,18895.0,3.58,4.0
1981,London,Total - Tenure,45 to 54 years,16390.0,3.22,3.0
1981,London,Total - Tenure,55 to 64 years,15135.0,2.32,2.0
1981,London,Total - Tenure,65 to 74 years,11135.0,1.75,2.0
1981,London,Total - Tenure,75 years and over,6360.0,1.47,1.01
1981,London,Owner,Total - Age group of primary household maintainer,59465.0,3.1,3.0
1981,London,Owner,15 to 24 years,1030.0,2.36,2.02
1981,London,Owner,25 to 34 years,12105.0,3.31,3.02
1981,London,Owner,35 to 44 years,13610.0,3.94,4.0
1981,London,Owner,45 to 54 years,12340.0,3.5,3.02
1981,London,Owner,55 to 64 years,10890.0,2.54,2.02
1981,London,Owner,65 to 74 years,6475.0,1.95,2.0
1981,London,Owner,75 years and over,3000.0,1.67,2.0
1981,London,Renter,Total - Age group of primary household maintainer,46130.0,1.99,2.0
1981,London,Renter,15 to 24 years,10115.0,1.82,2.0
1981,London,Renter,25 to 34 years,14425.0,2.16,2.0
1981,London,Renter,35 to 44 years,5285.0,2.65,2.02
1981,London,Renter,45 to 54 years,4045.0,2.38,2.0
1981,London,Renter,55 to 64 years,4245.0,1.76,2.0
1981,London,Renter,65 to 74 years,4665.0,1.47,1.01
1981,London,Renter,75 years and over,3350.0,1.29,1.01
1981,Windsor,Total - Tenure,Total - Age group of primary household maintainer,86080.0,2.8,2.02
1981,Windsor,Total - Tenure,15 to 24 years,6145.0,2.03,2.0
1981,Windsor,Total - Tenure,25 to 34 years,19190.0,3.0,3.0
1981,Windsor,Total - Tenure,35 to 44 years,15355.0,3.84,4.0
1981,Windsor,Total - Tenure,45 to 54 years,14675.0,3.43,3.02
1981,Windsor,Total - Tenure,55 to 64 years,13470.0,2.46,2.02
1981,Windsor,Total - Tenure,65 to 74 years,9885.0,1.8,2.0
1981,Windsor,Total - Tenure,75 years and over,7355.0,1.52,1.01
1981,Windsor,Owner,Total - Age group of primary household maintainer,58255.0,3.17,3.0
1981,Windsor,Owner,15 to 24 years,1370.0,2.49,2.02
1981,Windsor,Owner,25 to 34 years,11170.0,3.42,4.0
1981,Windsor,Owner,35 to 44 years,11980.0,4.13,4.0
1981,Windsor,Owner,45 to 54 years,11885.0,3.7,4.0
1981,Windsor,Owner,55 to 64 years,10615.0,2.66,2.02
1981,Windsor,Owner,65 to 74 years,6840.0,1.98,2.0
1981,Windsor,Owner,75 years and over,4390.0,1.7,2.0
1981,Windsor,Renter,Total - Age group of primary household maintainer,27830.0,2.05,2.0
1981,Windsor,Renter,15 to 24 years,4775.0,1.9,2.0
1981,Windsor,Renter,25 to 34 years,8020.0,2.41,2.02
1981,Windsor,Renter,35 to 44 years,3370.0,2.79,2.02
1981,Windsor,Renter,45 to 54 years,2790.0,2.27,2.0
1981,Windsor,Renter,55 to 64 years,2855.0,1.7,1.01
1981,Windsor,Renter,65 to 74 years,3045.0,1.4,1.01
1981,Windsor,Renter,75 years and over,2970.0,1.25,1.01
1981,Sudbury,Total - Tenure,Total - Age group of primary household maintainer,48455.0,3.02,3.0
1981,Sudbury,Total - Tenure,15 to 24 years,3695.0,2.04,2.0
1981,Sudbury,Total - Tenure,25 to 34 years,11665.0,3.2,3.02
1981,Sudbury,Total - Tenure,35 to 44 years,9830.0,3.94,4.0
1981,Sudbury,Total - Tenure,45 to 54 years,9165.0,3.45,3.02
1981,Sudbury,Total - Tenure,55 to 64 years,7620.0,2.54,2.02
1981,Sudbury,Total - Tenure,65 to 74 years,4765.0,1.84,2.0
1981,Sudbury,Total - Tenure,75 years and over,1715.0,1.61,1.01
1981,Sudbury,Owner,Total - Age group of primary household maintainer,30860.0,3.42,3.02
1981,Sudbury,Owner,15 to 24 years,470.0,2.51,2.02
1981,Sudbury,Owner,25 to 34 years,6370.0,3.65,4.0
1981,Sudbury,Owner,35 to 44 years,7255.0,4.25,4.04
1981,Sudbury,Owner,45 to 54 years,7140.0,3.71,4.0
1981,Sudbury,Owner,55 to 64 years,5640.0,2.78,2.02
1981,Sudbury,Owner,65 to 74 years,3035.0,2.05,2.0
1981,Sudbury,Owner,75 years and over,945.0,1.87,2.0
1981,Sudbury,Renter,Total - Age group of primary household maintainer,17600.0,2.31,2.0
1981,Sudbury,Renter,15 to 24 years,3225.0,1.97,2.0
1981,Sudbury,Renter,25 to 34 years,5295.0,2.66,2.02
1981,Sudbury,Renter,35 to 44 years,2580.0,3.07,3.0
1981,Sudbury,Renter,45 to 54 years,2025.0,2.51,2.02
1981,Sudbury,Renter,55 to 64 years,1980.0,1.87,2.0
1981,Sudbury,Renter,65 to 74 years,1730.0,1.48,1.01
1981,Sudbury,Renter,75 years and over,765.0,1.27,1.01
1981,Thunder Bay,Total - Tenure,Total - Age group of primary household maintainer,41875.0,2.81,3.0
1981,Thunder Bay,Total - Tenure,15 to 24 years,3205.0,2.07,2.0
1981,Thunder Bay,Total - Tenure,25 to 34 years,9705.0,2.97,3.0
1981,Thunder Bay,Total - Tenure,35 to 44 years,7085.0,3.89,4.0
1981,Thunder Bay,Total - Tenure,45 to 54 years,7165.0,3.41,3.02
1981,Thunder Bay,Total - Tenure,55 to 64 years,6800.0,2.44,2.02
1981,Thunder Bay,Total - Tenure,65 to 74 years,5200.0,1.82,2.0
1981,Thunder Bay,Total - Tenure,75 years and over,2715.0,1.61,1.01
1981,Thunder Bay,Owner,Total - Age group of primary household maintainer,29040.0,3.1,3.0
1981,Thunder Bay,Owner,15 to 24 years,695.0,2.46,2.02
1981,Thunder Bay,Owner,25 to 34 years,5705.0,3.29,3.02
1981,Thunder Bay,Owner,35 to 44 years,5640.0,4.06,4.0
1981,Thunder Bay,Owner,45 to 54 years,5925.0,3.62,4.0
1981,Thunder Bay,Owner,55 to 64 years,5650.0,2.61,2.02
1981,Thunder Bay,Owner,65 to 74 years,3740.0,1.98,2.0
1981,Thunder Bay,Owner,75 years and over,1685.0,1.83,2.0
1981,Thunder Bay,Renter,Total - Age group of primary household maintainer,12835.0,2.16,2.0
1981,Thunder Bay,Renter,15 to 24 years,2515.0,1.96,2.0
1981,Thunder Bay,Renter,25 to 34 years,4005.0,2.52,2.02
1981,Thunder Bay,Renter,35 to 44 years,1445.0,3.19,3.0
1981,Thunder Bay,Renter,45 to 54 years,1245.0,2.37,2.0
1981,Thunder Bay,Renter,55 to 64 years,1150.0,1.6,1.01
1981,Thunder Bay,Renter,65 to 74 years,1460.0,1.39,1.01
1981,Thunder Bay,Renter,75 years and over,1020.0,1.24,1.01
1981,Winnipeg,Total - Tenure,Total - Age group of primary household maintainer,217230.0,2.63,2.02
1981,Winnipeg,Total - Tenure,15 to 24 years,21525.0,1.92,2.0
1981,Winnipeg,Total - Tenure,25 to 34 years,51935.0,2.75,3.0
1981,Winnipeg,Total - Tenure,35 to 44 years,36450.0,3.63,4.0
1981,Winnipeg,Total - Tenure,45 to 54 years,32445.0,3.34,3.02
1981,Winnipeg,Total - Tenure,55 to 64 years,32595.0,2.36,2.0
1981,Winnipeg,Total - Tenure,65 to 74 years,25915.0,1.77,2.0
1981,Winnipeg,Total - Tenure,75 years and over,16365.0,1.49,1.01
1981,Winnipeg,Owner,Total - Age group of primary household maintainer,127725.0,3.08,3.0
1981,Winnipeg,Owner,15 to 24 years,3050.0,2.4,2.02
1981,Winnipeg,Owner,25 to 34 years,26605.0,3.22,3.02
1981,Winnipeg,Owner,35 to 44 years,26340.0,3.99,4.0
1981,Winnipeg,Owner,45 to 54 years,24625.0,3.63,4.0
1981,Winnipeg,Owner,55 to 64 years,23775.0,2.57,2.02
1981,Winnipeg,Owner,65 to 74 years,15890.0,2.0,2.0
1981,Winnipeg,Owner,75 years and over,7445.0,1.74,2.0
1981,Winnipeg,Renter,Total - Age group of primary household maintainer,89505.0,2.0,2.0
1981,Winnipeg,Renter,15 to 24 years,18470.0,1.84,2.0
1981,Winnipeg,Renter,25 to 34 years,25340.0,2.25,2.0
1981,Winnipeg,Renter,35 to 44 years,10110.0,2.71,2.02
1981,Winnipeg,Renter,45 to 54 years,7820.0,2.43,2.0
1981,Winnipeg,Renter,55 to 64 years,8820.0,1.79,1.01
1981,Winnipeg,Renter,65 to 74 years,10025.0,1.41,1.01
1981,Winnipeg,Renter,75 years and over,8920.0,1.28,1.01
1981,Regina,Total - Tenure,Total - Age group of primary household maintainer,58710.0,2.73,2.02
1981,Regina,Total - Tenure,15 to 24 years,7675.0,2.07,2.0
1981,Regina,Total - Tenure,25 to 34 years,15610.0,2.87,3.0
1981,Regina,Total - Tenure,35 to 44 years,9660.0,3.81,4.0
1981,Regina,Total - Tenure,45 to 54 years,8735.0,3.36,3.02
1981,Regina,Total - Tenure,55 to 64 years,7785.0,2.33,2.0
1981,Regina,Total - Tenure,65 to 74 years,5860.0,1.75,2.0
1981,Regina,Total - Tenure,75 years and over,3380.0,1.5,1.01
1981,Regina,Owner,Total - Age group of primary household maintainer,37775.0,3.13,3.0
1981,Regina,Owner,15 to 24 years,1785.0,2.56,2.02
1981,Regina,Owner,25 to 34 years,9535.0,3.29,3.02
1981,Regina,Owner,35 to 44 years,7590.0,4.06,4.0
1981,Regina,Owner,45 to 54 years,7175.0,3.58,3.02
1981,Regina,Owner,55 to 64 years,5895.0,2.53,2.02
1981,Regina,Owner,65 to 74 years,3905.0,1.95,2.0
1981,Regina,Owner,75 years and over,1890.0,1.71,2.0
1981,Regina,Renter,Total - Age group of primary household maintainer,20935.0,2.03,2.0
1981,Regina,Renter,15 to 24 years,5890.0,1.93,2.0
1981,Regina,Renter,25 to 34 years,6080.0,2.22,2.0
1981,Regina,Renter,35 to 44 years,2075.0,2.93,2.02
1981,Regina,Renter,45 to 54 years,1565.0,2.37,2.0
1981,Regina,Renter,55 to 64 years,1890.0,1.74,1.01
1981,Regina,Renter,65 to 74 years,1945.0,1.35,1.01
1981,Regina,Renter,75 years and over,1495.0,1.25,1.01
1981,Saskatoon,Total - Tenure,Total - Age group of primary household maintainer,57335.0,2.63,2.02
1981,Saskatoon,Total - Tenure,15 to 24 years,9455.0,1.92,2.0
1981,Saskatoon,Total - Tenure,25 to 34 years,15355.0,2.76,3.0
1981,Saskatoon,Total - Tenure,35 to 44 years,8955.0,3.7,4.0
1981,Saskatoon,Total - Tenure,45 to 54 years,7685.0,3.34,3.02
1981,Saskatoon,Total - Tenure,55 to 64 years,6900.0,2.33,2.0
1981,Saskatoon,Total - Tenure,65 to 74 years,5410.0,1.75,2.0
1981,Saskatoon,Total - Tenure,75 years and over,3575.0,1.57,1.01
1981,Saskatoon,Owner,Total - Age group of primary household maintainer,33850.0,3.07,3.0
1981,Saskatoon,Owner,15 to 24 years,1380.0,2.41,2.02
1981,Saskatoon,Owner,25 to 34 years,8160.0,3.22,3.02
1981,Saskatoon,Owner,35 to 44 years,6965.0,3.94,4.0
1981,Saskatoon,Owner,45 to 54 years,6310.0,3.59,4.0
1981,Saskatoon,Owner,55 to 64 years,5275.0,2.56,2.02
1981,Saskatoon,Owner,65 to 74 years,3675.0,1.93,2.0
1981,Saskatoon,Owner,75 years and over,2080.0,1.77,2.0
1981,Saskatoon,Renter,Total - Age group of primary household maintainer,23490.0,1.98,2.0
1981,Saskatoon,Renter,15 to 24 years,8075.0,1.84,2.0
1981,Saskatoon,Renter,25 to 34 years,7195.0,2.24,2.0
1981,Saskatoon,Renter,35 to 44 years,1990.0,2.84,2.02
1981,Saskatoon,Renter,45 to 54 years,1375.0,2.22,2.0
1981,Saskatoon,Renter,55 to 64 years,1625.0,1.6,1.01
1981,Saskatoon,Renter,65 to 74 years,1735.0,1.36,1.01
1981,Saskatoon,Renter,75 years and over,1490.0,1.29,1.01
1981,Calgary,Total - Tenure,Total - Age group of primary household maintainer,210815.0,2.75,2.02
1981,Calgary,Total - Tenure,15 to 24 years,29710.0,2.18,2.0
1981,Calgary,Total - Tenure,25 to 34 years,66770.0,2.73,2.02
1981,Calgary,Total - Tenure,35 to 44 years,39790.0,3.56,4.0
1981,Calgary,Total - Tenure,45 to 54 years,31365.0,3.29,3.02
1981,Calgary,Total - Tenure,55 to 64 years,22080.0,2.35,2.0
1981,Calgary,Total - Tenure,65 to 74 years,13570.0,1.77,2.0
1981,Calgary,Total - Tenure,75 years and over,7535.0,1.5,1.01
1981,Calgary,Owner,Total - Age group of primary household maintainer,120730.0,3.14,3.0
1981,Calgary,Owner,15 to 24 years,4515.0,2.42,2.02
1981,Calgary,Owner,25 to 34 years,33535.0,3.09,3.0
1981,Calgary,Owner,35 to 44 years,28840.0,3.85,4.0
1981,Calgary,Owner,45 to 54 years,24510.0,3.55,4.0
1981,Calgary,Owner,55 to 64 years,16440.0,2.55,2.02
1981,Calgary,Owner,65 to 74 years,8660.0,1.97,2.0
1981,Calgary,Owner,75 years and over,4235.0,1.69,2.0
1981,Calgary,Renter,Total - Age group of primary household maintainer,90085.0,2.23,2.0
1981,Calgary,Renter,15 to 24 years,25195.0,2.14,2.0
1981,Calgary,Renter,25 to 34 years,33235.0,2.36,2.0
1981,Calgary,Renter,35 to 44 years,10955.0,2.82,3.0
1981,Calgary,Renter,45 to 54 years,6850.0,2.36,2.0
1981,Calgary,Renter,55 to 64 years,5640.0,1.77,1.01
1981,Calgary,Renter,65 to 74 years,4915.0,1.42,1.01
1981,Calgary,Renter,75 years and over,3300.0,1.25,1.01
1981,Edmonton,Total - Tenure,Total - Age group of primary household maintainer,231815.0,2.77,2.02
1981,Edmonton,Total - Tenure,15 to 24 years,33840.0,2.08,2.0
1981,Edmonton,Total - Tenure,25 to 34 years,68600.0,2.78,3.0
1981,Edmonton,Total - Tenure,35 to 44 years,43135.0,3.64,4.0
1981,Edmonton,Total - Tenure,45 to 54 years,35275.0,3.32,3.02
1981,Edmonton,Total - Tenure,55 to 64 years,25470.0,2.43,2.02
1981,Edmonton,Total - Tenure,65 to 74 years,16295.0,1.84,2.0
1981,Edmonton,Total - Tenure,75 years and over,9200.0,1.57,1.01
1981,Edmonton,Owner,Total - Age group of primary household maintainer,128175.0,3.21,3.0
1981,Edmonton,Owner,15 to 24 years,4580.0,2.45,2.02
1981,Edmonton,Owner,25 to 34 years,31925.0,3.23,3.02
1981,Edmonton,Owner,35 to 44 years,30190.0,3.96,4.0
1981,Edmonton,Owner,45 to 54 years,26730.0,3.59,4.0
1981,Edmonton,Owner,55 to 64 years,18930.0,2.65,2.02
1981,Edmonton,Owner,65 to 74 years,10675.0,2.07,2.0
1981,Edmonton,Owner,75 years and over,5150.0,1.81,2.0
1981,Edmonton,Renter,Total - Age group of primary household maintainer,103645.0,2.22,2.0
1981,Edmonton,Renter,15 to 24 years,29260.0,2.02,2.0
1981,Edmonton,Renter,25 to 34 years,36680.0,2.39,2.0
1981,Edmonton,Renter,35 to 44 years,12945.0,2.89,3.0
1981,Edmonton,Renter,45 to 54 years,8545.0,2.48,2.0
1981,Edmonton,Renter,55 to 64 years,6545.0,1.81,1.01
1981,Edmonton,Renter,65 to 74 years,5625.0,1.41,1.01
1981,Edmonton,Renter,75 years and over,4055.0,1.27,1.01
1981,Vancouver,Total - Tenure,Total - Age group of primary household maintainer,476755.0,2.59,2.02
1981,Vancouver,Total - Tenure,15 to 24 years,36655.0,1.89,2.0
1981,Vancouver,Total - Tenure,25 to 34 years,117080.0,2.56,2.02
1981,Vancouver,Total - Tenure,35 to 44 years,91755.0,3.42,4.0
1981,Vancouver,Total - Tenure,45 to 54 years,76955.0,3.23,3.02
1981,Vancouver,Total - Tenure,55 to 64 years,68955.0,2.32,2.0
1981,Vancouver,Total - Tenure,65 to 74 years,54225.0,1.77,2.0
1981,Vancouver,Total - Tenure,75 years and over,31130.0,1.5,1.01
1981,Vancouver,Owner,Total - Age group of primary household maintainer,278850.0,3.06,3.0
1981,Vancouver,Owner,15 to 24 years,4580.0,2.38,2.02
1981,Vancouver,Owner,25 to 34 years,52575.0,3.17,3.0
1981,Vancouver,Owner,35 to 44 years,64425.0,3.83,4.0
1981,Vancouver,Owner,45 to 54 years,58340.0,3.56,4.0
1981,Vancouver,Owner,55 to 64 years,49180.0,2.57,2.02
1981,Vancouver,Owner,65 to 74 years,34275.0,1.98,2.0
1981,Vancouver,Owner,75 years and over,15475.0,1.72,2.0
1981,Vancouver,Renter,Total - Age group of primary household maintainer,197910.0,1.93,2.0
1981,Vancouver,Renter,15 to 24 years,32075.0,1.82,2.0
1981,Vancouver,Renter,25 to 34 years,64505.0,2.06,2.0
1981,Vancouver,Renter,35 to 44 years,27330.0,2.46,2.0
1981,Vancouver,Renter,45 to 54 years,18610.0,2.21,2.0
1981,Vancouver,Renter,55 to 64 years,19770.0,1.7,1.01
1981,Vancouver,Renter,65 to 74 years,19950.0,1.4,1.01
1981,Vancouver,Renter,75 years and over,15660.0,1.29,1.01
1981,Victoria,Total - Tenure,Total - Age group of primary household maintainer,94970.0,2.38,2.0
1981,Victoria,Total - Tenure,15 to 24 years,8005.0,1.81,2.0
1981,Victoria,Total - Tenure,25 to 34 years,19685.0,2.57,2.02
1981,Victoria,Total - Tenure,35 to 44 years,14230.0,3.41,4.0
1981,Victoria,Total - Tenure,45 to 54 years,13015.0,3.05,3.0
1981,Victoria,Total - Tenure,55 to 64 years,15210.0,2.17,2.0
1981,Victoria,Total - Tenure,65 to 74 years,14295.0,1.72,2.0
1981,Victoria,Total - Tenure,75 years and over,10525.0,1.47,1.01
1981,Victoria,Owner,Total - Age group of primary household maintainer,56375.0,2.75,2.02
1981,Victoria,Owner,15 to 24 years,780.0,2.36,2.02
1981,Victoria,Owner,25 to 34 years,9070.0,3.11,3.0
1981,Victoria,Owner,35 to 44 years,10280.0,3.72,4.0
1981,Victoria,Owner,45 to 54 years,10230.0,3.29,3.02
1981,Victoria,Owner,55 to 64 years,11545.0,2.35,2.02
1981,Victoria,Owner,65 to 74 years,9405.0,1.87,2.0
1981,Victoria,Owner,75 years and over,5060.0,1.66,2.0
1981,Victoria,Renter,Total - Age group of primary household maintainer,38595.0,1.84,2.0
1981,Victoria,Renter,15 to 24 years,7225.0,1.75,2.0
1981,Victoria,Renter,25 to 34 years,10615.0,2.1,2.0
1981,Victoria,Renter,35 to 44 years,3950.0,2.6,2.02
1981,Victoria,Renter,45 to 54 years,2790.0,2.17,2.0
1981,Victoria,Renter,55 to 64 years,3665.0,1.61,1.01
1981,Victoria,Renter,65 to 74 years,4885.0,1.41,1.01
1981,Victoria,Renter,75 years and over,5465.0,1.29,1.01
1976,Canada,Total - Tenure,Total - Age group of primary household maintainer,7166100.0,3.13,3.0
1976,Canada,Total - Tenure,15 to 24 years,581885.0,2.18,2.0
1976,Canada,Total - Tenure,25 to 34 years,1680810.0,3.15,3.0
1976,Canada,Total - Tenure,35 to 44 years,1340670.0,4.25,4.04
1976,Canada,Total - Tenure,45 to 54 years,1305475.0,3.81,4.0
1976,Canada,Total - Tenure,55 to 64 years,1077790.0,2.7,2.02
1976,Canada,Total - Tenure,65 to 74 years,766000.0,2.02,2.0
1976,Canada,Total - Tenure,75 years and over,413460.0,1.76,2.0
1976,Canada,Owner,Total - Age group of primary household maintainer,4431015.0,3.53,3.02
1976,Canada,Owner,15 to 24 years,110460.0,2.66,2.02
1976,Canada,Owner,25 to 34 years,867845.0,3.6,4.0
1976,Canada,Owner,35 to 44 years,951335.0,4.58,4.04
1976,Canada,Owner,45 to 54 years,970705.0,4.11,4.0
1976,Canada,Owner,55 to 64 years,773345.0,2.92,2.02
1976,Canada,Owner,65 to 74 years,505600.0,2.21,2.0
1976,Canada,Owner,75 years and over,251735.0,1.94,2.0
1976,Canada,Renter,Total - Age group of primary household maintainer,2735080.0,2.49,2.0
1976,Canada,Renter,15 to 24 years,471420.0,2.07,2.0
1976,Canada,Renter,25 to 34 years,812970.0,2.67,2.02
1976,Canada,Renter,35 to 44 years,389335.0,3.46,3.02
1976,Canada,Renter,45 to 54 years,334775.0,2.93,2.02
1976,Canada,Renter,55 to 64 years,304450.0,2.13,2.0
1976,Canada,Renter,65 to 74 years,260405.0,1.67,1.01
1976,Canada,Renter,75 years and over,161725.0,1.48,1.01
1976,Newfoundland and Labrador,Total - Tenure,Total - Age group of primary household maintainer,131665.0,4.15,4.0
1976,Newfoundland and Labrador,Total - Tenure,15 to 24 years,9725.0,2.92,3.0
1976,Newfoundland and Labrador,Total - Tenure,25 to 34 years,33435.0,3.99,4.0
1976,Newfoundland and Labrador,Total - Tenure,35 to 44 years,24905.0,5.43,5.04
1976,Newfoundland and Labrador,Total - Tenure,45 to 54 years,23210.0,5.14,5.0
1976,Newfoundland and Labrador,Total - Tenure,55 to 64 years,21245.0,3.72,3.02
1976,Newfoundland and Labrador,Total - Tenure,65 to 74 years,13205.0,2.77,2.02
1976,Newfoundland and Labrador,Total - Tenure,75 years and over,5925.0,2.41,2.0
1976,Newfoundland and Labrador,Owner,Total - Age group of primary household maintainer,106170.0,4.31,4.0
1976,Newfoundland and Labrador,Owner,15 to 24 years,4370.0,3.24,3.0
1976,Newfoundland and Labrador,Owner,25 to 34 years,23970.0,4.19,4.0
1976,Newfoundland and Labrador,Owner,35 to 44 years,20860.0,5.55,5.04
1976,Newfoundland and Labrador,Owner,45 to 54 years,20530.0,5.23,5.0
1976,Newfoundland and Labrador,Owner,55 to 64 years,19145.0,3.8,3.02
1976,Newfoundland and Labrador,Owner,65 to 74 years,12000.0,2.83,2.02
1976,Newfoundland and Labrador,Owner,75 years and over,5285.0,2.48,2.0
1976,Newfoundland and Labrador,Renter,Total - Age group of primary household maintainer,25500.0,3.46,3.0
1976,Newfoundland and Labrador,Renter,15 to 24 years,5350.0,2.66,3.0
1976,Newfoundland and Labrador,Renter,25 to 34 years,9470.0,3.46,3.02
1976,Newfoundland and Labrador,Renter,35 to 44 years,4045.0,4.78,5.0
1976,Newfoundland and Labrador,Renter,45 to 54 years,2685.0,4.38,4.0
1976,Newfoundland and Labrador,Renter,55 to 64 years,2100.0,2.99,2.02
1976,Newfoundland and Labrador,Renter,65 to 74 years,1210.0,2.18,2.0
1976,Newfoundland and Labrador,Renter,75 years and over,645.0,1.82,2.0
1976,Prince Edward Island,Total - Tenure,Total - Age group of primary household maintainer,32925.0,3.48,3.0
1976,Prince Edward Island,Total - Tenure,15 to 24 years,2115.0,2.52,2.02
1976,Prince Edward Island,Total - Tenure,25 to 34 years,6950.0,3.57,4.0
1976,Prince Edward Island,Total - Tenure,35 to 44 years,5390.0,4.94,5.0
1976,Prince Edward Island,Total - Tenure,45 to 54 years,5285.0,4.46,4.04
1976,Prince Edward Island,Total - Tenure,55 to 64 years,5610.0,3.2,3.0
1976,Prince Edward Island,Total - Tenure,65 to 74 years,4500.0,2.33,2.0
1976,Prince Edward Island,Total - Tenure,75 years and over,3075.0,1.95,2.0
1976,Prince Edward Island,Owner,Total - Age group of primary household maintainer,25225.0,3.71,3.02
1976,Prince Edward Island,Owner,15 to 24 years,820.0,2.8,3.0
1976,Prince Edward Island,Owner,25 to 34 years,4790.0,3.82,4.0
1976,Prince Edward Island,Owner,35 to 44 years,4335.0,5.07,5.0
1976,Prince Edward Island,Owner,45 to 54 years,4610.0,4.62,4.04
1976,Prince Edward Island,Owner,55 to 64 years,4870.0,3.33,3.0
1976,Prince Edward Island,Owner,65 to 74 years,3595.0,2.47,2.0
1976,Prince Edward Island,Owner,75 years and over,2205.0,2.08,2.0
1976,Prince Edward Island,Renter,Total - Age group of primary household maintainer,7705.0,2.75,2.02
1976,Prince Edward Island,Renter,15 to 24 years,1295.0,2.35,2.02
1976,Prince Edward Island,Renter,25 to 34 years,2160.0,3.02,3.0
1976,Prince Edward Island,Renter,35 to 44 years,1060.0,4.4,4.04
1976,Prince Edward Island,Renter,45 to 54 years,675.0,3.33,3.0
1976,Prince Edward Island,Renter,55 to 64 years,740.0,2.32,2.0
